Title	Creator	Description	Date	Date is Approximate?	Source	Subject	Category	Coverage	Rights	Language	Digitization Specifications	Date Digital	Identifier	Publisher	Relation	Collection	Type	Media Type	Format	Ordering Information	Website	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Commencement 1953		D. Shoults receiving honorary degree.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-69	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/90	90	50.jpg	/spec_uihp/image/50.jpg
Commencement 1953		C.H. Foster and Pres. Buchanan.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho; University of Idaho -- Presidents;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-72	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/91	91	51.jpg	/spec_uihp/image/51.jpg
Commencement 1953		Idaho's first two Rhodes Scholars, Laurence Gipson and Carol Howe Foster, receiving Doctorate degrees, June 1953.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-73	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/92	92	52.jpg	/spec_uihp/image/52.jpg
Commencement 1953		L. Gipson, receiving honorary degree.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-74	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/93	93	53.jpg	/spec_uihp/image/53.jpg
Commencement 1953		Gov. Len Jordan, J. E. Buchanan, James E. Graham.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho; University of Idaho -- Presidents;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-75	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/94	94	54.jpg	/spec_uihp/image/54.jpg
Commencement 1953		F. Warren, speaker.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-77	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/95	95	55.jpg	/spec_uihp/image/55.jpg
Commencement 1953		Dr. Gail, retiring.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	250 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-78	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/96	96	56.jpg	/spec_uihp/image/56.jpg
Commencement 1953		Dr. Gail, receiving doctorate.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	130 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-79	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/97	97	57.jpg	/spec_uihp/image/57.jpg
Commencement 1962		Aller, A. R. , Asc. Professor of Botany, Biological Sciences Mrs. A. R. Aller, preparing for commencement to receive doctorate degree 1962 -- First Ed. D., U. of Idaho.	1962		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-80	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/98	98	58.jpg	/spec_uihp/image/58.jpg
Commencement 1953		Graduates and families after graduation.	1953-06		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-76	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/99	99	59.jpg	/spec_uihp/image/59.jpg
Commencement 1939		Faculty and portion of audience. From the files of C. J. Brosnan.	1939		PG 2 University of Idaho Student Organizations, 2-109-11 to 2-109-80	University of Idaho;	Graduation;	United States--Idaho--Latah County--Moscow	Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, ID 83844-2350; http://www.lib.uidaho.edu/special-collections/.	eng	200 dpi grayscale jpg displayed; Scanned using SilverFast scanning software on an Epson Expression 1640 XL flatbed scanner. Master file is a 400 dpi TIFF.	2010-05	2-109-14c	University of Idaho Library	University of Idaho Historical Photograph Collection	University of Idaho Student Organizations	Image;StillImage	Black and white prints	image/jpg	To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html	http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp			2010-05-18	2014-04-17	http://cdm17254.contentdm.oclc.org/cdm/ref/collection/spec_uihp/id/100	100	6.jpg	/spec_uihp/image/6.jpg
